2024-10-14 07:23:50.291 GMT [126] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.165", user "repl_user", no encryption
2024-10-14 07:23:53.744 GMT [127] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.156", user "repl_user", no encryption
2024-10-14 07:23:55.292 GMT [128] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.165", user "repl_user", no encryption
2024-10-14 07:23:58.742 GMT [129] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.156", user "repl_user", no encryption
2024-10-14 07:24:00.297 GMT [130] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.165", user "repl_user", no encryption
2024-10-14 07:24:03.748 GMT [132] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.156", user "repl_user", no encryption
2024-10-14 07:24:05.303 GMT [133] FATAL:  no pg_hba.conf entry for replication connection from host "192.168.26.165", user "repl_user", no encryption
2024-10-14 07:24:07.947 GMT [1] LOG:  received fast shutdown request
2024-10-14 07:24:07.948 GMT [1] LOG:  aborting any active transactions
2024-10-14 07:24:07.948 GMT [88] FATAL:  terminating connection due to administrator command
2024-10-14 07:24:07.949 GMT [1] LOG:  background worker "logical replication launcher" (PID 39) exited with exit code 1
2024-10-14 07:24:07.949 GMT [33] LOG:  shutting down
2024-10-14 07:24:07.967 GMT [33] LOG:  checkpoint starting: shutdown immediate
2024-10-14 07:24:07.986 GMT [33] LOG:  checkpoint complete: wrote 1 buffers (0.0%); 0 WAL file(s) added, 0 removed, 3 recycled; write=0.001 s, sync=0.001 s, total=0.020 s; sync files=1, longest=0.001 s, average=0.001 s; distance=32768 kB, estimate=32768 kB; lsn=0/8000028, redo lsn=0/8000028
2024-10-14 07:24:07.990 GMT [1] LOG:  database system is shut down
